canonical_split,canonical_filename,source_export_split,source_image_id,source_filename,source_group,leakage_group,sha256,width,height,annotation_count,class_counts_json
train,17ebce0fe191_WIN_20260823_20_22_55_Pro_jpg.rf.6b2116ce0eca11ddb8ca2d78cee8857e.jpg,train,369,WIN_20260823_20_22_55_Pro_jpg.rf.6b2116ce0eca11ddb8ca2d78cee8857e.jpg,WIN_20260823_20_22_55_Pro.jpg,WIN_20260823_20_22_55_Pro.jpg,17ebce0fe191fe2627ae23286d3946e01aa02d71b264d4d03ff9ada563740c24,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,02bef50681aa_WIN_20260823_20_22_55_Pro_jpg.rf.119f3d7a8ddd7bca395d2a3e8ecc0010.jpg,train,714,WIN_20260823_20_22_55_Pro_jpg.rf.119f3d7a8ddd7bca395d2a3e8ecc0010.jpg,WIN_20260823_20_22_55_Pro.jpg,WIN_20260823_20_22_55_Pro.jpg,02bef50681aafa41c3c0d99ad5b8345856e74712282beb4780cfd5943452f231,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,598236b23a1b_WIN_20260823_20_22_55_Pro_jpg.rf.0a81f46e99ea6808c923a3ae80c7492d.jpg,train,762,WIN_20260823_20_22_55_Pro_jpg.rf.0a81f46e99ea6808c923a3ae80c7492d.jpg,WIN_20260823_20_22_55_Pro.jpg,WIN_20260823_20_22_55_Pro.jpg,598236b23a1b2072bf65c8db328d68d523a815feae5d5f0133f593e62b062643,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,84c0cbecf177_WIN_20260823_20_22_59_Pro_jpg.rf.5a5a89e5418406dd640d0fe347fba320.jpg,train,188,WIN_20260823_20_22_59_Pro_jpg.rf.5a5a89e5418406dd640d0fe347fba320.jpg,WIN_20260823_20_22_59_Pro.jpg,WIN_20260823_20_22_59_Pro.jpg,84c0cbecf177649b8d8f4e32066c1adcd6053dbd260e504e8df4f3ff45eab84b,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,2b00ab7dc24e_WIN_20260823_20_22_59_Pro_jpg.rf.e59a0bd20ee0f0e93a9e696b9133f0fa.jpg,train,289,WIN_20260823_20_22_59_Pro_jpg.rf.e59a0bd20ee0f0e93a9e696b9133f0fa.jpg,WIN_20260823_20_22_59_Pro.jpg,WIN_20260823_20_22_59_Pro.jpg,2b00ab7dc24e7fda7b46cdf6b9d30136cf9c1a68b43d335fb7bef813d6a3cda1,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,8e993ae1f800_WIN_20260823_20_22_59_Pro_jpg.rf.34fefd9edbc25a5da317effbbed55756.jpg,train,87,WIN_20260823_20_22_59_Pro_jpg.rf.34fefd9edbc25a5da317effbbed55756.jpg,WIN_20260823_20_22_59_Pro.jpg,WIN_20260823_20_22_59_Pro.jpg,8e993ae1f80032016a3fd506f4cab751e08009bf7d6f1c7bc752bc411fd12b2d,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,abdc208a5609_WIN_20260823_20_23_03_Pro_jpg.rf.0fd6438b80173799b103a118e1e0f7ca.jpg,train,658,WIN_20260823_20_23_03_Pro_jpg.rf.0fd6438b80173799b103a118e1e0f7ca.jpg,WIN_20260823_20_23_03_Pro.jpg,WIN_20260823_20_23_03_Pro.jpg,abdc208a5609c31bf9a80c14ad9d98467692346dcb6d1d129b522439ebe74d43,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,a453ce91b456_WIN_20260823_20_23_03_Pro_jpg.rf.fa3ff63fd67098abe652edc6ba1a531a.jpg,train,831,WIN_20260823_20_23_03_Pro_jpg.rf.fa3ff63fd67098abe652edc6ba1a531a.jpg,WIN_20260823_20_23_03_Pro.jpg,WIN_20260823_20_23_03_Pro.jpg,a453ce91b4568e300517fd739e0e6f34279dad0013dea1fbad7cf328b0eeffc3,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,e9ecbc2600f3_WIN_20260823_20_23_03_Pro_jpg.rf.e65ad53d92a1246f2f6895370b686005.jpg,train,848,WIN_20260823_20_23_03_Pro_jpg.rf.e65ad53d92a1246f2f6895370b686005.jpg,WIN_20260823_20_23_03_Pro.jpg,WIN_20260823_20_23_03_Pro.jpg,e9ecbc2600f3009d0a33a7c3bfa83ac880ce058c0eb5c09c5b04b1f6790f1326,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,8705e06213bd_WIN_20260823_20_23_07_Pro_jpg.rf.de99149651d8c72da3a35dc4d442939b.jpg,train,177,WIN_20260823_20_23_07_Pro_jpg.rf.de99149651d8c72da3a35dc4d442939b.jpg,WIN_20260823_20_23_07_Pro.jpg,WIN_20260823_20_23_07_Pro.jpg,8705e06213bd15b76501c50392ff36274c33ca4fd6415b34b7e6e48c3f28eb36,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,dcc8e5549c67_WIN_20260823_20_23_07_Pro_jpg.rf.8afa034279961b2b560ab3ac207619e5.jpg,train,393,WIN_20260823_20_23_07_Pro_jpg.rf.8afa034279961b2b560ab3ac207619e5.jpg,WIN_20260823_20_23_07_Pro.jpg,WIN_20260823_20_23_07_Pro.jpg,dcc8e5549c675a8c3312f99d780a75ed9d7b83e24bc5185d2e7161b5723e1670,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,cba1087f1524_WIN_20260823_20_23_07_Pro_jpg.rf.d8e65e06201f8d6c24f15f4fcd08ba7d.jpg,train,787,WIN_20260823_20_23_07_Pro_jpg.rf.d8e65e06201f8d6c24f15f4fcd08ba7d.jpg,WIN_20260823_20_23_07_Pro.jpg,WIN_20260823_20_23_07_Pro.jpg,cba1087f1524436785bf479d45d5d6221974226db98f90a9eb5c1649de8be6d2,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,426688478738_WIN_20260823_20_23_14_Pro_jpg.rf.fe749d8283965d6bf66eaa5927c96840.jpg,train,128,WIN_20260823_20_23_14_Pro_jpg.rf.fe749d8283965d6bf66eaa5927c96840.jpg,WIN_20260823_20_23_14_Pro.jpg,WIN_20260823_20_23_14_Pro.jpg,42668847873814a7db503eeabcac1e84ac85db7db71dfe6223cada76bcea5988,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,81630e4b86d3_WIN_20260823_20_23_14_Pro_jpg.rf.e2e139227079806e0cced79f83594e17.jpg,train,430,WIN_20260823_20_23_14_Pro_jpg.rf.e2e139227079806e0cced79f83594e17.jpg,WIN_20260823_20_23_14_Pro.jpg,WIN_20260823_20_23_14_Pro.jpg,81630e4b86d3096a9a7efce50eb7e9210556fcc5e7d3877266870d9e66fc2508,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,0d4792e299bc_WIN_20260823_20_23_14_Pro_jpg.rf.297d023b989428508921dd91b2b1e894.jpg,train,770,WIN_20260823_20_23_14_Pro_jpg.rf.297d023b989428508921dd91b2b1e894.jpg,WIN_20260823_20_23_14_Pro.jpg,WIN_20260823_20_23_14_Pro.jpg,0d4792e299bc80771a08e89a5a6ac0029f5cd84625c2fbfba6a5a36cf99ccf01,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,cb077f92fde6_WIN_20260823_20_23_30_Pro_jpg.rf.b406574fb146b4a9054021a43beb2401.jpg,train,122,WIN_20260823_20_23_30_Pro_jpg.rf.b406574fb146b4a9054021a43beb2401.jpg,WIN_20260823_20_23_30_Pro.jpg,WIN_20260823_20_23_30_Pro.jpg,cb077f92fde69e4f5a6c4c9b1fc378e195f40ff61f4d0ae71f6bce8119aca353,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,48b7dd062bbb_WIN_20260823_20_23_30_Pro_jpg.rf.dae93d5109325f74de06563644313720.jpg,train,129,WIN_20260823_20_23_30_Pro_jpg.rf.dae93d5109325f74de06563644313720.jpg,WIN_20260823_20_23_30_Pro.jpg,WIN_20260823_20_23_30_Pro.jpg,48b7dd062bbbf53bf2cc4daa5c602dec1b87dcf54aa7456369601e89b099895f,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,c944150b87dd_WIN_20260823_20_23_30_Pro_jpg.rf.7a3128d239c7244a243b3a92b2ee6e5b.jpg,train,51,WIN_20260823_20_23_30_Pro_jpg.rf.7a3128d239c7244a243b3a92b2ee6e5b.jpg,WIN_20260823_20_23_30_Pro.jpg,WIN_20260823_20_23_30_Pro.jpg,c944150b87dd3842a9f18d83741ea709193182bb6fcffd18a672d640f93e2c48,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,a77abb4ccd3f_WIN_20260823_20_23_37_Pro_jpg.rf.3f96e6defe318f85f9b20cf3e9bb9caa.jpg,train,136,WIN_20260823_20_23_37_Pro_jpg.rf.3f96e6defe318f85f9b20cf3e9bb9caa.jpg,WIN_20260823_20_23_37_Pro.jpg,WIN_20260823_20_23_37_Pro.jpg,a77abb4ccd3f737ce5c135c5dbe39a2fc555bc4e5d91eccf84285f6ea69ffb29,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,b2dc368a2d6c_WIN_20260823_20_23_37_Pro_jpg.rf.3a3f72fa067888ee9eefcffc7aea7cea.jpg,train,270,WIN_20260823_20_23_37_Pro_jpg.rf.3a3f72fa067888ee9eefcffc7aea7cea.jpg,WIN_20260823_20_23_37_Pro.jpg,WIN_20260823_20_23_37_Pro.jpg,b2dc368a2d6c4a2d43a10d89fb21fcb09c8cfa58846d5db1bbff76e39f7132d5,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,e8c47fa75ba4_WIN_20260823_20_23_37_Pro_jpg.rf.a341d7068f33dd5df6921c12e611a78a.jpg,train,599,WIN_20260823_20_23_37_Pro_jpg.rf.a341d7068f33dd5df6921c12e611a78a.jpg,WIN_20260823_20_23_37_Pro.jpg,WIN_20260823_20_23_37_Pro.jpg,e8c47fa75ba47b33fd445acdef451d93b9ade9a6b70a7ebe70c4019f3ce9ac30,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,b8aa16e5bad4_WIN_20260823_20_23_45_Pro_jpg.rf.dabc8a33d3bc76a4b579e5ffe4d0d4cc.jpg,train,123,WIN_20260823_20_23_45_Pro_jpg.rf.dabc8a33d3bc76a4b579e5ffe4d0d4cc.jpg,WIN_20260823_20_23_45_Pro.jpg,WIN_20260823_20_23_45_Pro.jpg,b8aa16e5bad4509ce29153ed5a9e3a1ab563889c4aad80f63e3411066e3c2ab0,640,640,4,"{""0"":1,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,d8463434d38c_WIN_20260823_20_23_45_Pro_jpg.rf.5b53cb869ff91e7259f439ea7ef00f1b.jpg,train,245,WIN_20260823_20_23_45_Pro_jpg.rf.5b53cb869ff91e7259f439ea7ef00f1b.jpg,WIN_20260823_20_23_45_Pro.jpg,WIN_20260823_20_23_45_Pro.jpg,d8463434d38c7b31d574ac98b2e58f45206540d2294ccc232437e40d77e55f15,640,640,4,"{""0"":1,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,1b8fb14d0242_WIN_20260823_20_23_45_Pro_jpg.rf.791f5904591be6a1cfa5d51b7bb8ef65.jpg,train,366,WIN_20260823_20_23_45_Pro_jpg.rf.791f5904591be6a1cfa5d51b7bb8ef65.jpg,WIN_20260823_20_23_45_Pro.jpg,WIN_20260823_20_23_45_Pro.jpg,1b8fb14d02426d06061e8a22e2f01a5c1fc8793317ce0932c215b998f4f4c7dd,640,640,4,"{""0"":1,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,ee2f247ec635_WIN_20260823_20_23_52_Pro_jpg.rf.3c258de07fd9d947cc131d09a71fc855.jpg,train,11,WIN_20260823_20_23_52_Pro_jpg.rf.3c258de07fd9d947cc131d09a71fc855.jpg,WIN_20260823_20_23_52_Pro.jpg,WIN_20260823_20_23_52_Pro.jpg,ee2f247ec635d0f649280e29edb37860c80902798fecb3081a5ab24a2c1ea8ed,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,1e2c2884ceee_WIN_20260823_20_23_52_Pro_jpg.rf.90ceb6cdae670280433d69856bf787f3.jpg,train,278,WIN_20260823_20_23_52_Pro_jpg.rf.90ceb6cdae670280433d69856bf787f3.jpg,WIN_20260823_20_23_52_Pro.jpg,WIN_20260823_20_23_52_Pro.jpg,1e2c2884ceee582935c3074215fa8a7df8d46e32826779acafcaf8c0d8ae6d9e,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,172596182ec7_WIN_20260823_20_23_52_Pro_jpg.rf.cff340ee610cb1f480dffbe83b9f7e43.jpg,train,513,WIN_20260823_20_23_52_Pro_jpg.rf.cff340ee610cb1f480dffbe83b9f7e43.jpg,WIN_20260823_20_23_52_Pro.jpg,WIN_20260823_20_23_52_Pro.jpg,172596182ec7d23446a08e42f935d72a41bc6edb24c75b336baae894d073993c,640,640,5,"{""0"":2,""1"":2,""2"":1,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,d775a5d4091a_WIN_20260823_20_23_56_Pro_jpg.rf.e75da2cd2c83df9a73790c9d2f084341.jpg,train,583,WIN_20260823_20_23_56_Pro_jpg.rf.e75da2cd2c83df9a73790c9d2f084341.jpg,WIN_20260823_20_23_56_Pro.jpg,WIN_20260823_20_23_56_Pro.jpg,d775a5d4091aaf045a8ce3e53b3f6cc43969cc93b33b3cead49755db51dcb2f1,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,f66fe1444069_WIN_20260823_20_23_56_Pro_jpg.rf.694b519103e34ca55aa623090e78fdb8.jpg,train,690,WIN_20260823_20_23_56_Pro_jpg.rf.694b519103e34ca55aa623090e78fdb8.jpg,WIN_20260823_20_23_56_Pro.jpg,WIN_20260823_20_23_56_Pro.jpg,f66fe1444069e991bb688ce912c7ab1f552001bbe07bd94dca61695a56c5252c,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,ad1d20b03115_WIN_20260823_20_23_56_Pro_jpg.rf.e8bc2854896ac7ee663276ef1dc7d13d.jpg,train,843,WIN_20260823_20_23_56_Pro_jpg.rf.e8bc2854896ac7ee663276ef1dc7d13d.jpg,WIN_20260823_20_23_56_Pro.jpg,WIN_20260823_20_23_56_Pro.jpg,ad1d20b0311549f340a061e6c059ca88b2e57225d55623db36ba82d324a5d923,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,daec2ebd2045_WIN_20260823_20_24_20_Pro_jpg.rf.830c8678f8d4f31da10556eec005dba0.jpg,train,600,WIN_20260823_20_24_20_Pro_jpg.rf.830c8678f8d4f31da10556eec005dba0.jpg,WIN_20260823_20_24_20_Pro.jpg,WIN_20260823_20_24_20_Pro.jpg,daec2ebd204518f032b20c3b4b59c530cba1ac1bc332c22a0166e7a0580ce64d,640,640,5,"{""0"":2,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,93e0c85bce97_WIN_20260823_20_24_20_Pro_jpg.rf.a35531a4d1ab360c18ab514819ba536b.jpg,train,627,WIN_20260823_20_24_20_Pro_jpg.rf.a35531a4d1ab360c18ab514819ba536b.jpg,WIN_20260823_20_24_20_Pro.jpg,WIN_20260823_20_24_20_Pro.jpg,93e0c85bce97485a82662c284798916a1d1d3899d5349a1dde3e5d59e3f3c11f,640,640,5,"{""0"":2,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,cd6c250579b3_WIN_20260823_20_24_20_Pro_jpg.rf.486e396534feade915d3e59a9c9335d1.jpg,train,816,WIN_20260823_20_24_20_Pro_jpg.rf.486e396534feade915d3e59a9c9335d1.jpg,WIN_20260823_20_24_20_Pro.jpg,WIN_20260823_20_24_20_Pro.jpg,cd6c250579b33381f38b247cd66ec58a741cfb985bdbfbab217a4b4e624c63a3,640,640,5,"{""0"":2,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,358a2a9742b9_WIN_20260823_20_24_23_Pro_jpg.rf.1690864e9f7d7d6b3f8caa4712394ebc.jpg,train,227,WIN_20260823_20_24_23_Pro_jpg.rf.1690864e9f7d7d6b3f8caa4712394ebc.jpg,WIN_20260823_20_24_23_Pro.jpg,WIN_20260823_20_24_23_Pro.jpg,358a2a9742b9c1fcc6b4582d0f6a01d9a11b15321c8688203fd8636fafa2a1e2,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,079819a54673_WIN_20260823_20_24_23_Pro_jpg.rf.c22909ad0f48b635c5b27102a2c4c3c8.jpg,train,383,WIN_20260823_20_24_23_Pro_jpg.rf.c22909ad0f48b635c5b27102a2c4c3c8.jpg,WIN_20260823_20_24_23_Pro.jpg,WIN_20260823_20_24_23_Pro.jpg,079819a546735d23a5a616a8cbd0e4954d46629526c606e4de2bf7e509a26344,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,d963a77e770b_WIN_20260823_20_24_23_Pro_jpg.rf.34f0bf084659fc667553a7e9489cbd09.jpg,train,549,WIN_20260823_20_24_23_Pro_jpg.rf.34f0bf084659fc667553a7e9489cbd09.jpg,WIN_20260823_20_24_23_Pro.jpg,WIN_20260823_20_24_23_Pro.jpg,d963a77e770b517c083f4c54fb44179c7a7d74d0ded79f57bad8131405f8fc6b,640,640,4,"{""0"":2,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,eac59a5e2fe3_WIN_20260823_20_24_25_Pro_jpg.rf.bd43a3a758a0ca757c63020e782cd751.jpg,train,178,WIN_20260823_20_24_25_Pro_jpg.rf.bd43a3a758a0ca757c63020e782cd751.jpg,WIN_20260823_20_24_25_Pro.jpg,WIN_20260823_20_24_25_Pro.jpg,eac59a5e2fe3fa2fac075a59ac41fafd215d2e75860b935777601bfbf641b0e0,640,640,2,"{""0"":0,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,79520baaefdb_WIN_20260823_20_24_25_Pro_jpg.rf.1562f2879e919ce684074a83309c7d8e.jpg,train,244,WIN_20260823_20_24_25_Pro_jpg.rf.1562f2879e919ce684074a83309c7d8e.jpg,WIN_20260823_20_24_25_Pro.jpg,WIN_20260823_20_24_25_Pro.jpg,79520baaefdb3f661d264ba9137bf015064a890ddbb68e1cfb3fb57bdfa5b2b2,640,640,2,"{""0"":0,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,dda28895f392_WIN_20260823_20_24_25_Pro_jpg.rf.701528052041c075eb9407ff50aba254.jpg,train,75,WIN_20260823_20_24_25_Pro_jpg.rf.701528052041c075eb9407ff50aba254.jpg,WIN_20260823_20_24_25_Pro.jpg,WIN_20260823_20_24_25_Pro.jpg,dda28895f392fd23b720e565aecee9475a4c8a86b9d8fcd272f07c722977a0ed,640,640,2,"{""0"":0,""1"":0,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,0d8b692a0e76_WIN_20260823_20_24_27_Pro_jpg.rf.97c7b6623a719bc3efa4eabddddd8499.jpg,train,293,WIN_20260823_20_24_27_Pro_jpg.rf.97c7b6623a719bc3efa4eabddddd8499.jpg,WIN_20260823_20_24_27_Pro.jpg,WIN_20260823_20_24_27_Pro.jpg,0d8b692a0e76ba230631dcb02587b2735f6ea6adbe66bc29ed574a458319cac5,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,4e7096e89ac0_WIN_20260823_20_24_27_Pro_jpg.rf.397a1d917ef5b8cde2139c8c57e0f39d.jpg,train,427,WIN_20260823_20_24_27_Pro_jpg.rf.397a1d917ef5b8cde2139c8c57e0f39d.jpg,WIN_20260823_20_24_27_Pro.jpg,WIN_20260823_20_24_27_Pro.jpg,4e7096e89ac057fb95f83047fdf681897e18e72d7c4000536a64bcfa6d5b95a4,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,2b932f69226c_WIN_20260823_20_24_27_Pro_jpg.rf.20fb596ece14e21b2681d3ed614936e0.jpg,train,554,WIN_20260823_20_24_27_Pro_jpg.rf.20fb596ece14e21b2681d3ed614936e0.jpg,WIN_20260823_20_24_27_Pro.jpg,WIN_20260823_20_24_27_Pro.jpg,2b932f69226c34119c2bc325b469658f15e0258cbe90f5512b38e9688f059b2d,640,640,6,"{""0"":2,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,d94b271a5923_WIN_20260823_20_24_29_Pro_jpg.rf.12a4f9127534af6e5620f2b12cd63434.jpg,train,216,WIN_20260823_20_24_29_Pro_jpg.rf.12a4f9127534af6e5620f2b12cd63434.jpg,WIN_20260823_20_24_29_Pro.jpg,WIN_20260823_20_24_29_Pro.jpg,d94b271a592324e184b29dad4100058e784bbd4e2dccd50fac0b36bd4c16b0a5,640,640,5,"{""0"":1,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,579fe8631e7a_WIN_20260823_20_24_29_Pro_jpg.rf.2bbde704712f5407328f071549ab3504.jpg,train,462,WIN_20260823_20_24_29_Pro_jpg.rf.2bbde704712f5407328f071549ab3504.jpg,WIN_20260823_20_24_29_Pro.jpg,WIN_20260823_20_24_29_Pro.jpg,579fe8631e7a28e4c8964711b103d4dad617c5e21dbe7c602d7394f6a74c9105,640,640,5,"{""0"":1,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,0e64c6468b84_WIN_20260823_20_24_29_Pro_jpg.rf.33882dcf5da434e11d2cca75d297d7eb.jpg,train,773,WIN_20260823_20_24_29_Pro_jpg.rf.33882dcf5da434e11d2cca75d297d7eb.jpg,WIN_20260823_20_24_29_Pro.jpg,WIN_20260823_20_24_29_Pro.jpg,0e64c6468b84402c78cce125ae6115657cd870587eccf96162bb379f666dc98d,640,640,5,"{""0"":1,""1"":2,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,93cc125c9f96_WIN_20260823_20_24_38_Pro_jpg.rf.038573fbd6f0568294e87e735300e2ed.jpg,train,447,WIN_20260823_20_24_38_Pro_jpg.rf.038573fbd6f0568294e87e735300e2ed.jpg,WIN_20260823_20_24_38_Pro.jpg,WIN_20260823_20_24_38_Pro.jpg,93cc125c9f96a26b3cd9ca6ca06ebeb2fa4c4b208e51324dc1da5eceb56aee0b,640,640,5,"{""0"":2,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,721ed3e09d03_WIN_20260823_20_24_38_Pro_jpg.rf.bde1b3e2370542b0bfd4618d5cde78ec.jpg,train,552,WIN_20260823_20_24_38_Pro_jpg.rf.bde1b3e2370542b0bfd4618d5cde78ec.jpg,WIN_20260823_20_24_38_Pro.jpg,WIN_20260823_20_24_38_Pro.jpg,721ed3e09d034f466dd5b0a0b5a763281b985dadc98a52829446ac8e24d00f83,640,640,5,"{""0"":2,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
train,ebb9533fae36_WIN_20260823_20_24_38_Pro_jpg.rf.e31022962dc0ba2bf1ccc926aacff820.jpg,train,708,WIN_20260823_20_24_38_Pro_jpg.rf.e31022962dc0ba2bf1ccc926aacff820.jpg,WIN_20260823_20_24_38_Pro.jpg,WIN_20260823_20_24_38_Pro.jpg,ebb9533fae367908dc369e1d369ee9540f7b5957c8b6d3b160626f57c00b421b,640,640,5,"{""0"":2,""1"":1,""2"":2,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":0}"
